Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1749563663,50,,Aggregated,25.600000,0.000000,10,11,15,16,22,37,39,54,240,240,240,747,0,10,13.827838933072028,1.2567089997901348,241.11689900018973,152.75769745649265
1749563664,50,,Aggregated,25.200000,0.000000,10,11,14,16,22,37,39,54,240,240,240,764,0,10,13.750121484299026,1.2567089997901348,241.11689900018973,152.96858638743456
1749563665,50,,Aggregated,25.400000,0.000000,10,11,15,16,22,37,39,54,240,240,240,796,0,10,13.669549286440306,1.2567089997901348,241.11689900018973,153.33165829145727
1749563666,50,,Aggregated,24.700000,0.000000,10,11,15,16,21,37,39,54,240,240,240,819,0,10,13.600809824185514,1.2567089997901348,241.11689900018973,153.57631257631257
1749563667,50,,Aggregated,24.900000,0.000000,10,11,14,16,21,36,39,54,240,240,240,845,0,10,13.536849621312975,1.2567089997901348,241.11689900018973,153.84497041420119
1749563668,50,,Aggregated,25.400000,0.000000,10,11,14,16,21,36,38,54,240,240,240,870,0,10,13.508318803457675,1.2567089997901348,241.11689900018973,154.09310344827585
1749563669,50,,Aggregated,25.200000,0.000000,10,11,14,16,21,36,38,54,240,240,240,896,0,10,13.445454957597747,1.2567089997901348,241.11689900018973,154.33258928571428
1749563670,50,,Aggregated,24.700000,0.000000,10,11,14,16,21,36,38,42,240,240,240,922,0,10,13.439935587859644,1.2567089997901348,241.11689900018973,154.55531453362255
1749563671,50,,Aggregated,25.500000,0.000000,10,11,14,16,21,36,38,42,240,240,240,949,0,10,13.364686555325784,1.2567089997901348,241.11689900018973,154.77976817702844
1749563672,50,,Aggregated,25.300000,0.000000,10,11,14,16,21,36,38,42,240,240,240,968,0,10,13.300692100212345,1.2567089997901348,241.11689900018973,154.92665289256198
1749563673,50,,Aggregated,25.400000,0.000000,10,11,14,16,21,36,38,42,240,240,240,997,0,10,13.282534300910404,1.2567089997901348,241.11689900018973,155.1444332998997
1749563674,50,,Aggregated,24.900000,0.000000,10,11,14,16,21,36,38,42,230,240,240,1021,0,10,13.350475957890971,1.2567089997901348,241.11689900018973,155.31635651322233
1749563675,50,,Aggregated,24.700000,0.000000,10,11,15,16,21,36,38,42,230,240,240,1042,0,10,13.361000598853233,1.2567089997901348,241.11689900018973,155.4548944337812
1749563676,50,,Aggregated,25.100000,0.000000,10,11,14,16,21,35,38,42,230,240,240,1068,0,10,13.281522596447116,1.2567089997901348,241.11689900018973,155.60861423220973
1749563677,50,,Aggregated,24.900000,0.000000,10,11,14,16,21,35,38,42,230,240,240,1096,0,10,13.256397325735435,1.2567089997901348,241.11689900018973,155.77919708029196
1749563678,50,,Aggregated,24.600000,0.000000,10,11,15,16,21,35,38,40,230,240,240,1120,0,10,13.28938960982912,1.2567089997901348,241.11689900018973,155.9125
1749563679,50,,Aggregated,25.000000,0.000000,10,11,14,16,21,34,38,40,230,240,240,1147,0,10,13.211621850925294,1.2567089997901348,241.11689900018973,156.06364428945074
1749563680,50,,Aggregated,24.900000,0.000000,10,11,14,16,21,31,38,40,230,240,240,1170,0,10,13.212995911120137,1.2567089997901348,241.11689900018973,156.18034188034187
